"","Independence Day","The Patriot","The Day After Tomorrow","Pirates of the Caribbean: The Curse of the Black Pearl","Pretty Woman","Forrest Gump","The Green Mile","Con Air","Twister","Sweet Home Alabama","Pearl Harbor","Armageddon","The Rock","What Women Want","Bruce Almighty","Oceans Eleven","The Bourne Identity","The Italian Job","I Robot","American Beauty","How to Lose a Guy in 10 Days","Lethal Weapon 4","Shrek 2","Lost in Translation","Top Gun","Pulp Fiction","Gone in 60 Seconds","The Sixth Sense","Lord of the Rings: The Two Towers","Men of Honor","Gladiator","Lord of the Rings: The Fellowship of the Ring","Sister Act","Double Jeopardy","Two Weeks Notice","Troy","The Royal Tenenbaums","National Treasure","50 First Dates","Indiana Jones and the Last Crusade","My Big Fat Greek Wedding","Mystic River","Titanic","Dirty Dancing","Catch Me If You Can","Finding Nemo (Widescreen)","The Matrix","Kill Bill: Vol. 1","The Wedding Planner","The Shawshank Redemption Special Edition","The Last Samurai","John Q","Swordfish","The Bourne Supremacy","The Terminal","Men in Black II","Spider-Man 2","Braveheart","Men in Black","Ghost","Air Force One","Lord of the Rings: The Return of the King","Man on Fire","The Incredibles","Mr Deeds","Collateral","Spider-Man","Saving Private Ryan","Erin Brockovich","Monsters Inc.","Shrek (Full-screen)","The Silence of the Lambs","Memento","Tomb Raider","Ferris Buellers Day Off","Maid in Manhattan","Entrapment","Meet the Parents","Dodgeball A True Underdog Story","Rain Man","Patch Adams","Big Fish","Fight Club","S.W.A.T.","Good Will Hunting","A Few Good Men","Enemy of the State","The Generals Daughter","Minority Report","Somethings Gotta Give","Raiders of the Lost Ark","Anger Management","Sideways","Kill Bill: Vol. 2","American Pie","The Fast and the Furious","The School of Rock","Napoleon Dynamite","The Notebook"
"7700",3,5,4,4,4,4,5,4,3,3,4,5,3,5,3,4,3,3,4,3,4,3,4,2,3,4,4,5,5,3,5,5,3.1,4,4,4,1,3,4,5,3,4,4,3,3,3,5,4,3,4,5,4,4,4,2,2,4,5,4,3,4,5,4,4,3,2,4,5,4,2,3,4,4,3,5,2,3,5,2,4,5,5,5,3,5,4,3,4,4,5,5,3,3,4,5,4,3,1,5
"7701",4,3,4,5,3,3,4,4,3,4,3,4,4,5,4,4,4,4,5,4,4.2,4,5,4.2,3,4,4,4.03703703703704,5,4,5,5,4,4,4,5,3,5,5,5,5,3.81818181818182,3.81818181818182,3,5,4,4,4,4,5,5,4,4,4.03703703703704,3.81818181818182,4,4.76923076923077,3.81818181818182,4,3,4,5,5,5,3,4,5,4.03703703703704,4,5,4.75,4,4,4,5,5,4,5,4,4,4,4,4,5,3.81818181818182,3,4,4,5,4,5,3,3.81818181818182,3,4,4,4,3.9,3.81818181818182
"7702",4,4,3,3,4,4,3,4,4,3,4,4,4,3,3,4,3,4,3.72,3.90909090909091,3,4,4,3.36363636363636,4,2,3,4,3.8,4,3,3.8,3,4,3,3.8,3,3,3,4,4,3.90909090909091,4,3,4,3,3.72,4,3,4,3.72,3,4,4,3.90909090909091,4,4,4,4,4,4,3.8,5,4,3,4,4,4,4,4,4,5,2,4,3,4,4,3,2,4,3.90909090909091,3.90909090909091,3.72,3.72,3.90909090909091,4,4,4,4,4,4,3,3.90909090909091,2,4,4,3,3,4
"7703",4,5,3,4,4,5,2,4,4,4,4,5,5,5,4,4,4,4,4,4.23076923076923,3.875,5,4.5,3.875,5,5,4,5,4,4,5,4,4,4,3.875,5,3.88888888888889,4.30769230769231,4,3,3,4,5,3,5,4.5,4,5,3.875,4.23076923076923,5,4,5,4,4,3,5,5,4,5,4,5,4,5,4,4,5,5,4,4.5,4,5,4,4,3,4,3,5,5,4,4,4.23076923076923,5,4,4,5,4,3,4,4,5,4,4.23076923076923,5,2,4,4,3.88888888888889,4.23076923076923
"7704",4,3,3,5,3,4,4,3,4,4,4,4,3,4,5,4,5,4,4,3,3,4,4,3,5,4,4,4,4,4,4,5,4,4,4,3.91666666666667,3,5,4,4,4,4,4,4,3.91666666666667,4,4,2,3,4,4,4,4,4,3.8125,2,3,4,4,4,3,5,4,4,4,4,3,4,4,5,3,4,3.625,3,4,3,3,5,4,4,3,3,3,4,3,4,4,3,4,4,4,3,3.8125,2,4,4,3,3.9,5
"7705",4,4,2,5,5,5,5,4,3,4,2,3,4,4,4,5,5,4,4,5,4,4,4,1,5,5,4,5,4,3,5,5,5,3,3,4,2,3,3,5,5,4,4,5,4,5,5,4,3,5,5,1,4,4,3,4,2,5,4,5,2,4,4,4,2,5,3,5,3,5,5,5,4,2,4,2,3,2,4,4,5,4,5,3,5,5,4,2,4,2,5,1,5,4,2,1,3,4,4
"7706",3,4,5,3,5,3,5,4,3,5,4,4,3,4,3,4,3.68181818181818,4,5,3,5,4,4,4.18181818181818,3,3,3,4,3.42857142857143,4,3.68181818181818,3.42857142857143,3,4,4,3.42857142857143,3.11111111111111,4,4,3.42857142857143,4,4,4,3,4,4,3.68181818181818,3.68181818181818,4,3.86666666666667,3.68181818181818,4,4,4,3,3.42857142857143,4,3.86666666666667,2,4,3.5,3.42857142857143,4,4,3,2,4,3,4,4,4,3,3.5,3,3,4,3.5,4,3,4,4,3.86666666666667,3.68181818181818,4,4,4,3.68181818181818,4,3,4,3.42857142857143,3,3,3.68181818181818,3,3,3,3.11111111111111,5
"7707",4,3,5,5,5,4,4,4,4,3,4,4,5,3,3,4,5,5,4,4,3.88888888888889,4,5,3.88888888888889,5,4,4,5,4.11111111111111,4,5,4.11111111111111,4,4,3,4.11111111111111,3.4,4,3.88888888888889,5,5,4,5,5,3,5,4.14814814814815,3,4,5,4.14814814814815,4,4,4,4,3,4,3,4,4,4,4.11111111111111,4,3,3,5,4,4,5,4,5,5,4,4.11111111111111,5,4,3,4,2,5,3,4.17647058823529,3,4,4,5,4,4,4,3,5,4,4,4.14814814814815,4,4,4,1,4
"7708",5,4,5,5,4,5,5,4,4,5,4,5,4,3,5,4,5,4,5,4.75,4,4,5,3.875,5,3,5,4.61538461538461,5,4.75,5,5,3,5,3.875,5,4,5,5,5,1,5,5,5,3,5,5,5,4,4.75,5,4.66666666666667,5,5,5,4,5,5,5,4.75,5,5,5,5,5,4,5,4.61538461538461,3,5,5,4.66666666666667,4,4,4,3.875,4.66666666666667,4,4,4.75,4.75,4.75,4.61538461538461,5,4.75,4.75,4.61538461538461,5,5,3.875,4.69230769230769,5,4.75,5,4,5,4,2,5
"7709",3,2,1,4,4,4,4,2,2,3,1,2,4,3,2,2.76470588235294,4,2.76470588235294,3,3.5,2,3,3,3,2.76470588235294,4,1,2.76470588235294,2.5,3,2.76470588235294,2.5,1,3,2.57142857142857,2.5,2,1,2.57142857142857,4,2.57142857142857,3.5,3.5,2.57142857142857,2.5,3,2.76470588235294,2.76470588235294,2,3.5,4,2,1,4,3.5,2,2.5,3.5,2.5,3.5,2,2.5,2.76470588235294,3,2,1.8,3,2.76470588235294,3.5,3,3,1.8,1.8,1,4,1,1,2,2,4,3.5,3.5,3,2.76470588235294,3.5,3.5,2.76470588235294,1.8,2.76470588235294,2.57142857142857,2.5,2,3,4,1,2.76470588235294,2,2,3
"7710",4,4,3,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,3,4.4375,5,4,4,4.45454545454545,4,4.11111111111111,4,4,4.7,4,5,4.7,4,5,4,5,4.55555555555556,5,5,5,3,4,4,4,5,5,3,4.11111111111111,5,4,3,4,5,5,3,3,4,5,4.7,5,4,4.7,5,5,5,3,5,5,5,4,5,4,3,5,5,4,5,5,5,5,4,4,4.11111111111111,4,5,4,5,5,4,5,5,4,4.4375,1,5,3,4,4.55555555555556,5
"7711",5,4,3,2,3,5,4,3,2,4,4,2,1,3,3,4,3,4,2,5,2,3,4,3,4,5,2,4,5,4,5,5,4,4,3,4,3,1,3.4,3.46153846153846,4,4,3,5,3,3.25,3.40740740740741,4,3,5,2,3.66666666666667,4,3,4.05882352941176,4,2,4,4,4,3.66666666666667,4,3.40740740740741,2,3,2,3,4,4,3,4,5,4,4,2.375,3.4,3.66666666666667,2.375,1,4,4,4,4,3.40740740740741,5,4,4,3,4,4,4,1,3,5,2.375,2,3,1,3
"7712",3,3,2,5,4,5,4,2,1,3,3,1,1,3,3,4,4,3,3,5,3.2,2,3,5,3,5,3,4,4,4.07142857142857,5,4,2,3,2,3,4,3.90909090909091,3.2,4,4,3,5,3,3.90909090909091,4,5,5,2,4,4,3.28571428571429,3,4,4.07142857142857,3,4,4,3.90909090909091,3,3,4,3,4,3.33333333333333,4,4,5,4,5,4,4,4,3,4,2,2,1,3,4,4.07142857142857,4,1,3.17241379310345,4,4,3,3.28571428571429,3,4,5,3.33333333333333,4,3,4,4,5,4,4.07142857142857
"7713",5,4,3,5,5,4,4,2,3,5,4,3,3,4,5,5,5,5,2,3,5,4,4,4,5,4,4,5,5,3,5,5,1,3,4,3,4,3,3,5,5,3.64705882352941,3,5,4,4,5,4,4,5,4,3.25,3,5,4,3,4,5,3,3,3,5,4,5,2,3,3,4,3,4,4,5,4,4,5,3,3,4,3,3,3,4,5,4,4,4,4,2,3,3,5,2,2,3,5,3,4,5,5
"7714",4,4,3,4,4,5,3,3,4,4,3,4,4,3,2,4,5,3,4,4,4,3,4,4,4,5,3,4,4,4.23529411764706,4,4,3,3,1,3,4,3,4,3,3,4,5,3,4,4,5,4,3,5,4,3.5,3,3,3,2,3,5,3,4,3,5,4,3.75,3,4,3,5,4,3,4,5,5,3,5,2,2,4,3.7,5,3,4,4,2,5,5,3,3,3,4,4,3,5,4,4,3.75862068965517,4,5,3
"7715",4,4,4,5,4,5,5,4,4,4,3,4,3,4,3.66666666666667,4,5,4.14285714285714,5,4,4,3,5,3.90909090909091,4,5,4,5,4.375,4,5,4.375,4,3,4,4.375,3.66666666666667,4,5,5,5,5,4,4,4,5,4,5,3,5,4.14285714285714,4,4,4.14285714285714,4.5625,4.375,4,5,4,5,4,4.375,4.14285714285714,4,3.66666666666667,4,4,5,4,4,4,5,4,4.375,3.66666666666667,2,4,4,3.66666666666667,5,3,5,4.14285714285714,4.14285714285714,5,4,3,4,4.14285714285714,4,5,3.66666666666667,4.5625,4.14285714285714,3,4.14285714285714,3.66666666666667,3.66666666666667,5
"7716",4,4,5,5,4,5,4,4,4,2,4,5,5,5,4,5,4,5,5,2,4,4.24,5,3,4.24,4.24,5,5,5,5,5,5,4,5,5,4,3,4,4,4.46153846153846,3,4,4,3.4,4,5,5,5,2,5,5,4,4,4.24,4,4,4,5,5,3,3.8,5,4,4,4,3.8,4,4.24,4,5,5,3.8,3.8,4,3.875,2,4,4,3.875,4,4,3,1,2,4,4,4,2,4,3.4,5,3,4,3,5,4,4,3.875,4
"7717",4,2,4,5,1,4,5,2,3,1,5,5,1,1,4,5,5,4,1,3.57142857142857,4,1,4,4,3.75,2,5,5,5,1,5,5,1,1,3,5,4.2,5,5,5,2,3,4,1,5,5,5,2,1,3.57142857142857,5,4,1,5,5,1,3,5,4.15384615384615,1,2.625,5,4,4,5,5,4,5,4,5,5,5,3,1,5,3,1,5,5,3,3.57142857142857,3.57142857142857,5,2,5,3,3.75,1,5,4,5,5,2,3,5,5,2,5,5
"7718",5,4,4,4,5,5,5,5,3,5,4,5,5,5,5,4,4,3,5,2,4,5,4,1,4.12,4.12,5,5,5,5,5,5,5,3.33333333333333,4,5,3.88888888888889,5,5,4,4,4,4,5,1,5,3,1,5,5,5,4,3.33333333333333,4,4,5,5,5,4.5,5,3.33333333333333,5,4,5,5,2,5,4.12,3,4.66666666666667,4.66666666666667,3.33333333333333,3.33333333333333,5,5,5,4,3.88888888888889,2,5,5,3,4.12,5,5,5,4.12,3.33333333333333,5,4,4.5,4,4.41176470588235,1,4,4,3,2,5
"7719",4,3,3,5,3,4,3,5,2,3,3,4,5,5,4,4,3,3,4,4,2,3,4,1,5,4,5,4,5,2,5,5,3,3,4,5,3,3,3,5,2.81818181818182,3.28571428571429,2,2,4,5,5,4,2,5,4,3,5,3,3,3,4,4,4,2,5,5,4,5,4,4,4,5,3,4,4,5,4,3,4,2,5,4,3,4,2,4,4,4,3.28571428571429,4,5,3,4,4,5,4,3.28571428571429,3,4,4,4,3,3.28571428571429
"7720",2,3,4,4,4,5,3,4,1,2,4,3,4,3,3,4,4,3,2,3,1,2,4,3,3,4,3,4,5,3,4,5,3,3,4,4,3,3,4,5,5,4,4,4,3,5,5,3,3,5,5,3.71428571428571,5,3,3,4,3,3,4,4,3.71428571428571,5,3,4,4,4,3,5,5,3,4,4,4,3,4,2,2,4,2,5,2,5,4,3,5,3,4,4,3,4,5,2,3,4,3,3,3,4,4
"7721",4,1,2,3,3,5,3,1,2,2,1,3,1,3,2,2,4,1,4,4,3,1,3,5,4,5,1,5,4,3,5,4,1,1,4,4,4,2,4,3.23076923076923,2,2,4,5,5,3,5,1,2,5,3,2.14285714285714,2,4,2,2,3,3,3,5,3,2,2,3,1,3,2,5,1,2,5,2.14285714285714,3,4,5,3,1,2,3,3,1,2,4,2,4,4,4,2,3,4,4,1,1,3,1,1,2,4,3.05882352941176
"7722",5,4,3,5,5,5,5,5,4,5,4,5,5,4,3,5,2,5,2,5,5,4,5,3.9,5,4,5,5,5,4.8125,3.91666666666667,5,3,3.85714285714286,3,3,3,4,3,4,3,5,5,5,3,5,3.91666666666667,1,3,5,3.91666666666667,4,3.85714285714286,2,5,4,3.84615384615385,4,4,5,4,5,3.91666666666667,5,4,3,1,3.91666666666667,5,5,5,5,3,2,5,3,4,3.6,5,5,4,4,5,5,5,5,3,4,3.91666666666667,3.9,5,3,4.8125,1,5,5,4,1,5
"7723",5,4,4,5,2,3,2,4,4,4,4,4,5,3,3,5,3,5,4,3.5,3,4,5,3.11111111111111,2,4.06896551724138,4,4,5,3,5,5,3,3,2,4,1,5,3.11111111111111,4,5,3.5,4,3,4,4,4,5,3,3.5,5,3.875,4,4,4,3,5,4,4,3,4,5,4,4,2.71428571428571,4,4,4,4,4,5,5,4,4,2.71428571428571,3,3,3,2.71428571428571,3.5,3,4,4,4,4,3.5,2,4,3,3.11111111111111,5,3,3.5,5,3,4,3,2.71428571428571,4
"7724",4,5,4,5,5,5,5,3,3,3,4,4,3,3,4,4,4,4,4,4,4,3,5,3,5,5,4,5,5,4,5,5,4,3,4,4,4,4,4,5,5,4,5,5,4,5,5,4.10714285714286,4,5,5,4,4,5,4,2,5,5,4,4,4,5,5,4,3,5,5,5,4,4,5,5,4,2,5,4,4.125,5,4,4,4,5,4,3,5,5,3,4,3,4,5,3,4.52941176470588,4.10714285714286,5,4,3,4,5
"7725",3,5,3,4,5,5,5,3,4,4,5,5,5,1,4,5,3,3,4,3,5,4,5,3.72727272727273,5,1,3,4,2,4,4,3,4,3.71428571428571,4,5,3.14285714285714,5,2,5,4,5,4,4,3.66666666666667,5,4,3.84,4,5,4,4,4,3,4,3,3.66666666666667,5,3.66666666666667,4,4,3,4,4,1,4,3,4,3,4,5,4,3.71428571428571,3.66666666666667,4,4,4,5,1,5,2,4.11764705882353,3.84,4,4,5,4,2,3.84,4,3.66666666666667,3,4,3.84,3.14285714285714,3.84,3.14285714285714,3.14285714285714,3
"7726",3,3,4,5,4,5,5,4,4,1,4,4,3,3,4,3.47368421052632,3.47368421052632,3,3.47368421052632,4,4,4,5,2,3,4,2,5,4,3,3.47368421052632,4,4,3,3,3.85714285714286,2,3.85714285714286,4,3,3,3.91666666666667,5,4,3.85714285714286,5,3.47368421052632,5,2,4,3.47368421052632,3,3.14285714285714,3.47368421052632,2,3.85714285714286,4,3.91666666666667,2,5,3,3.85714285714286,3,4,3,3.14285714285714,5,3.47368421052632,5,5,5,5,4,3.85714285714286,5,3,2,3.3,3,3.91666666666667,2,3.91666666666667,2,3.47368421052632,3.91666666666667,3,3,2,3.47368421052632,3,3.85714285714286,3,3.91666666666667,3,4,3.47368421052632,4,1,4
"7727",4,4,4,4,4,5,4,3,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,2,4,5,4,5,5,4.23529411764706,5,5,3.5,3,4,4,3,4,4,4,3,3,4,4,4,5,5,3,3.45454545454545,5,4,4,4,4,4,3,4,5,5,4,4,4,5,4,5,3,4,4,4,5,4,5,5,3,4,3,3.875,3,3,5,5,4,3,3,4,4,4,3,3,3,5,4,3,3,3,3,3,3,5
"7728",5,5,4,5,4,5,5,4,5,4,4,5,4,5,4,5,5,4,4,5,3,3,4,3,4,5,4,5,5,4.58823529411765,5,5,5,5,4,3,5,3,3,5,5,4,5,3,3,5,5,4,3,5,4,3,5,5,3,2,4,5,4,5,5,5,5,5,3,4,5,5,5,5,5,5,4,4,5,2,4,4,3,5,3,5,5,4,5,5,5,4,5,4,5,4,4,4.51724137931035,4,4,3,5,4
"7729",5,4,4,4,4,5,5,4,4,4,4,5,4,3,3,3.875,3.875,3.875,3,4.5,4,3,3.80952380952381,3.66666666666667,3.875,3.875,4,4,3.4,4,5,3.4,3,4,3.66666666666667,3.4,3,4,3.66666666666667,3,3.66666666666667,4.5,4.5,3.66666666666667,3.4,3.80952380952381,2,3.875,4,5,3.875,3,2,3.875,4.5,3,3.4,5,3.4,4.5,4,3.4,3.875,3.80952380952381,3,3.33333333333333,3.4,4,4.5,3.80952380952381,3.80952380952381,3.33333333333333,3.33333333333333,3,3,3,4,3,3,4.5,4.5,4.5,3.875,3,4,3,3.875,3,3.875,3.66666666666667,3.4,3,4.5,3.875,3,3.875,3,3,5
"7730",4,5,5,5,4,5,5,3,5,3,5,3,5,5,2,5,5,5,3,4.26666666666667,4,5,5,3.54545454545455,4,4.38461538461539,3,5,3.72727272727273,4,4,4,3,5,4,4,2,5,3,3,5,5,5,2,3,5,3,4.38461538461539,3,5,5,3,4,5,3,2,5,5,3.72727272727273,3,5,3.72727272727273,5,4,3,4,5,5,5,3,5,5,4.25,1,2.55555555555556,3,4,3,2.55555555555556,4,3,4.26666666666667,4.38461538461539,4,3,4,5,4,5,3,4,3,4.26666666666667,4.38461538461539,3,3,2,2,5
"7731",4,4,3,4,5,5,5,4,3,3,4,3,4,4,4,5,5,5,3.81481481481481,5,5,3.81481481481481,4,2,5,4,3,5,3.91666666666667,3,4,3.91666666666667,3,4,3,4,3,4,4,5,5,2,4,3,4,5,4,3,3,5,4,4,4.375,4,4,3,4,5,4,4,5,3,3,5,3,4,4,4,4,5,5,5,5,3,5,4,5,5,4,5,4,5,4,3,5,5,4,3,3,5,5,3,3,2,5,3.81481481481481,4,3.9,5
"7732",4,5,3,5,2,5,5,4,3,1,4,5,5,3,4,4,3,4,3,3,1,5,5,2.18181818181818,5,2,3,5,4,4,5,4,4,2,2,4,1,2,4,5,2,4,3,4,3,5,3,3.92592592592593,1,5,5,4,5,2,3,5,5,5,5,5,4,4,5,5,3.75,5,4,5,5,5,5,5,4.125,1,4,1,4,5,4,4,4.21428571428571,4,4,3,4.21428571428571,4,3.92592592592593,4,4,3,5,4,4.21428571428571,3.92592592592593,4,3,3.75,3.75,4.21428571428571
"7733",5,5,4,5,4,5,5,4,4,5,4,4,4,5,4,4.14285714285714,4,5,4,5,4.1,4,5,4.1,4,4,4,5,5,5,5,5,4,4,4,4,3.55555555555556,5,4,5,3,5,4,3,4,5,5,2,5,5,5,4,3,5,5,5,4,5,5,5,4,5,5,5,5,4,4,5,4,5,5,4,4,4,4,4,5,3,3,5,5,3,4.14285714285714,3,5,4,4,4,4,4,5,4,4.70588235294118,2,2,3,3,3.55555555555556,5
"7734",4,4,4,5,4,4,4,4,2,3,4,4,5,4,3,4,5,4,4,4,3,4,4,3.2,4,4,3,5,5,4,5,5,2,3,2,4.38461538461539,4,4,3.2,5,3,4,4,3,5,4,5,4,4,5,5,3,3,4,4,3,5,5,3,4,5,5,5,4,3,3.625,5,5,4,3,4,5,4,3,4,3,4,4,4,4,4,3,5,3,5,5,5,2,4,3,4,3,5,4,3,2,4,4,4.23529411764706
"7735",5,5,4,5,5,5,5,4,5,5,2,3,5,5,2,5,5,4,4.30434782608696,4.30769230769231,5,4,5,4.7,4,4.30434782608696,5,4,4.5,5,4.30434782608696,4.5,4,4,5,4.5,1,5,4,3,5,5,4,5,4.5,5,4,4.30434782608696,3,4.30769230769231,4.30434782608696,5,3,5,5,5,5,4,5,3,4,4.5,5,5,5,4,5,3,5,5,5,4,4,3,3,4.7,4,3,3.14285714285714,4,3,4.30769230769231,4.30434782608696,5,4,4,5,4,5,5,4.5,3.14285714285714,4.30769230769231,4.30434782608696,4,3,3.14285714285714,3.14285714285714,4.30769230769231
"7736",5,2,3,4,3,5,5,3,3,3,3,3,5,3,4,4,5,5,2,5,3,4,5,3.09090909090909,4,5,3,4,5,3,5,5,2,3,3,3,4,3,3,5,5,4,4,4,4,5,5,5,3,5,4,3,4,4,4,3,3,5,4,3,4,5,3,5,3,3,4,5,3,5,5,5,4,3,4,1,2,5,3,4,1,3,5,3,5,4,3,3,3,3,5,3,3,5,5,3,4,4,3
"7737",4,5,4,5,4,5,5,5,5,4,5,4,5,4,5,4.61904761904762,5,5,4,4.8,4,4.61904761904762,5,3.875,4.61904761904762,4.61904761904762,5,4.61904761904762,5,5,5,5,4.42857142857143,4.66666666666667,3.875,5,4.42857142857143,5,3,4.75,3.875,4.8,4.8,3.875,4.75,5,5,3,3,5,4,4,5,4.61904761904762,4.8,4,4.75,4.8,4.75,4,4.66666666666667,5,5,5,4.42857142857143,4.66666666666667,4,5,4.8,5,5,4.66666666666667,4.66666666666667,4.75,5,4,5,5,5,4.8,4.8,4.8,5,5,4.8,4.8,4.61904761904762,4.66666666666667,4,5,4.75,5,4.8,4.61904761904762,5,4.61904761904762,1,4.42857142857143,4.8
"7738",4,4,5,5,5,4,5,4,3,4,3,4,4,4,4,4,4,4,5,2,4,4,5,3.90909090909091,4,3.96551724137931,4,4,5,3,5,5,3,3,4,4,2,4.38461538461539,4,5,5,3.42857142857143,3,4,3,5,5,5,3,4,5,2,3,4,2,3,5,5,4,2,4,5,3,5,3,3,4,3,4,5,5,4,3.25,4,5,2,4,4,5,3,3.42857142857143,4,1,4,4,3,4,3,4,4,5,3,3.42857142857143,5,4,3,4,2,3.42857142857143
"7739",4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4.7037037037037,5,4,5,5,5,2,5,4.7037037037037,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,4,5,5,4,5,5,4,4,4,5,5,4,5,5,5,5,4,5,5,4,4,4,5,5,5,5,5,5,4.375,4,5,4,4,5,4,5,5,4,4.7037037037037,4,5,5,5,5,4,5,5,4,3,5,4,3,4,2,5
"7740",4,5,3,4,3,5,5,4,5,4,3,5,5,5,4,5,4,4,4,4,4,5,3,3.44444444444444,5,3,3,5,5,5,5,5,3,5,3,4.22222222222222,3,4.22222222222222,3,4.22222222222222,3,3,5,3.44444444444444,4,5,5,4,4,4,5,5,3,4,4,4.22222222222222,4.22222222222222,5,5,5,5,5,4,5,3,4,4,5,4,5,4,4.42857142857143,4.42857142857143,3,3.44444444444444,2,4,4,3,3,4,4,4,3,4,5,5,5,4.20689655172414,3.44444444444444,3,3,4.3125,3,5,3,3,3.44444444444444,4.3125
"7741",5,4,5,5,5,5,5,4,5,5,4,5,5,4,3,4,5,3,4,3,3,5,5,3,4,3,4,4,5,4,4,4,4,5,5,4,3,4,4,5,4,4.5,5,4,4.41666666666667,5,3,2,4,4.5,3,3,4,5,4.5,4,4.41666666666667,4.5,4,5,5,5,3,5,3.33333333333333,4.14285714285714,4,5,4,5,5,5,4.14285714285714,4,3.33333333333333,4,4,4,3.33333333333333,5,4.5,4.5,3,4,5,4.5,4,3,4,4,5,3,4,4,3,3,3.33333333333333,3.33333333333333,4.5
"7742",4,4,3,5,4,5,5,4,4,3,4,4,4,5,3,3,4,3,4,4,5,5,3,3,4,3,4,4,5,4,5,5,3,5,4,5,1,4,5,5,5,4,5,3,3,2,3,4,5,5,5,5,3,4,4,4,4,5,4,3,4,5,5,4,3,4,4,5,5,5,5,4,3,5,4,3,4,3,3,4.375,4,3,3.82758620689655,2,5,4,4,4,2,4,5,4,4.375,4,5,3,3,1,5
"7743",3,4,4,4,5,4,4,4,2,4,4,4,2,5,3,3,3,4,4,4,4,3,4,1,3,3,4,3,5,3,4,5,4,3,3,4,1,3,5,4,2,4,4,5,3,4,4,2,3,4,4,3,4,3.41379310344828,2,3,3,5,4,5,3,5,4,3,4,4,4,3,3,4,5,4,3,4,4,3,3.5,3,4,5,4,4,4,4,3,3,3,4,4,4,4,4,4,3,5,3,4,3.6,5
"7744",5,4,5,5,4,4,5,5,3,4,5,5,4,5,5,3,5,4,5,2,5,4.21428571428571,5,4.45454545454545,4,4.21428571428571,4,5,5,5,5,5,4,4,3,5,3,5,5,4,5,4,4,5,3,5,4,3,4,4,5,5,4,5,5,4,5,5,5,5,3,5,5,5,5,5,5,3,5,4,5,5,2,4,4,4,5,5,5,5,4,5,3,4,5,4,4,4.125,3,5,4,4,3,4,2,4,4,3,5
"7745",4,4,4,3,3,4,5,2,3,2,3,3,3,3,2,3.47826086956522,3.47826086956522,3,4,4,3,4,4,2.8,3,4,2,5,5,3,4,5,3,3.33333333333333,3,3,3,4,2.8,4,2.8,4,3,2.8,3.81818181818182,4,4,4,2.8,5,4,3,3,3.47826086956522,4,3,3.81818181818182,5,4,3,3.33333333333333,5,4,4,3,3,3,3.47826086956522,4,4,4,5,3.33333333333333,3,3,2.8,3,4,3,4,4,4,3.47826086956522,2,4,4,3.47826086956522,3,3,2.8,3.81818181818182,3,4,4,3,3.47826086956522,3,3,4
"7746",5,5,5,5,5,5,5,4,5,4,5,5,5,4,4,4.78571428571429,4.78571428571429,4.78571428571429,4.78571428571429,5,4,5,4.55555555555556,4.22222222222222,5,4.78571428571429,3,4.78571428571429,4.33333333333333,5,4.78571428571429,4.33333333333333,5,5,4,5,4.4,4,5,4.33333333333333,4.22222222222222,5,5,4,4.33333333333333,4.55555555555556,4.78571428571429,4.78571428571429,4,5,4.78571428571429,5,3,4.78571428571429,5,3,4.33333333333333,5,4.33333333333333,5,4,4,5,4.55555555555556,5,4.5,4.33333333333333,4.78571428571429,5,4.55555555555556,4.55555555555556,4.5,4.5,5,3,4,5,4.4,4.4,5,5,5,4.78571428571429,5,5,5,4.78571428571429,5,4.78571428571429,4.22222222222222,4.33333333333333,4.4,5,4.78571428571429,5,5,4.4,4.4,5
"7747",3,4,3,5,4,4,2,3,5,3,3,3,3,3,5,5,5,3.875,4,5,5,3,4,3.75,4,5,3,5,4.16666666666667,3.86666666666667,5,4,3,4,3.75,4,3.875,5,4,5,3,4,5,5,4,5,2,5,3,4,3.875,3.625,4,5,3.86666666666667,3,5,5,3,4,5,4.16666666666667,3.875,3,3,2,4,4,5,5,5,5,3,3,4,3.75,3,5,5,3,3.86666666666667,5,3,3.875,3,4,3.875,3,4,3.75,5,3.875,2,4,3,3.875,3.875,3,3
"7748",4,4,3,4,3,5,5,3,4,3,4,5,4,4,3,4,4,4,4,4,3.16666666666667,4,5,3.16666666666667,4,4,4,5,4,4,4,5,3.5,3.75,3,4,3.5,4,3,4,3.16666666666667,3,4,3,4,5,5,4,3.16666666666667,4.26666666666667,4,4,4,4,4,3,4,4,4,4,3,5,4,4,3,4,4,5,4.26666666666667,5,5,5,3,4,3.5,3.16666666666667,4,4,3,4,4.26666666666667,5,4,3,5,4,4,3,4,3.16666666666667,4,3,4,4,5,3,3.5,3.5,5
